id,repo,provenance,concept,question,real_score,synthetic_score,real_rationale,synthetic_rationale
apache_airflow__44433,apache/airflow,agent,worker-job-api-contract,Why must job execution use the new typed FastAPI contract instead of legacy models?,1,2,"The text only says ""Migrate Edge calls for Worker to FastAPI"" and ""Remove outdated type hints,"" which hints at a migration but does not explain why typed FastAPI must replace legacy models.","The text explicitly says the calls were updated ""to use the new datamodels and routes"" and that legacy routes were updated to use the shared job route logic/datamodels, which explains the switch away from legacy models."
apache_airflow__44433,apache/airflow,agent,compatibility-routing-bridge,How does the routing bridge preserve behavior while moving implementations behind new endpoints?,1,2,"The text only says “Migrate Edge calls for Worker to FastAPI” and “Add missing filter for free concurrency,” which hints at a migration but not how behavior is preserved behind new endpoints.","It explicitly says the change “adds FastAPI-backed job endpoints,” “updates the legacy `_v2_routes.py` layer to use the shared job route logic/datamodels,” and is “a migration ... rather than a broad behavioral rewrite,” which explains the preservation mechanism."
apache_airflow__44433,apache/airflow,agent,worker-cli-execution-flow,What breaks if the CLI does not adopt the new fetch and state call flow?,0,1,"No mention of fetch/state flow or any breakage; it only says ""Migrate Edge calls for Worker to FastAPI"" and ""Jobs routes"".","It explicitly says the CLI client/commands were updated ""to use the new job fetch/state APIs,"" but it does not say what breaks if they are not adopted."
apache_airflow__44493,apache/airflow,human,job-state-persistence,Why is direct session merge and commit the correct source of truth for Job state?,0,2,"The text only says ""Remove AIP-44 from Job"" and gives no reason about session merge or commit being the source of truth.","It explicitly says the code now uses ""create_session() / session.merge() / session.commit()"" and that this ""reduces indirection in Job state updates,"" which directly addresses the source-of-truth mechanism."
apache_airflow__44493,apache/airflow,human,session-boundary-and-transaction-model,Why must heartbeat persistence run in its own session boundary to remain reliable?,0,1,Nothing in the text bears on heartbeat persistence or session boundaries.,"It mentions heartbeat updates now use ""create_session() / session.merge() / session.commit()"", but it does not explain why a separate session boundary is needed for reliability."
apache_airflow__44493,apache/airflow,human,api-surface-and-test-adaptation,Why is eliminating helper-based access safer than preserving the old callable API surface?,0,2,Nothing in the text bears on why helper-based access would be safer than the old callable API surface.,"The phrase ""avoids exposing DB-fetch helpers through the worker RPC API"" directly explains the safety benefit of removing the helper-based callable surface."
apache_airflow__44627,apache/airflow,human,translate-model-lifecycle-api,How are model lifecycle calls bound to Translate V3 resources and long-running operations?,0,0,"It merely lists the operators and a docs link, with no mention of binding lifecycle calls to Translate V3 resources or long-running operations.","The text only says it added TranslateHook methods and operators for model operations, but it does not explain how those lifecycle calls are bound to Translate V3 resources or long-running operations."
apache_airflow__44627,apache/airflow,human,airflow-operator-contract,What operator outputs become the stable contract for downstream tasks and UI integration?,0,0,The text only lists the operators and a link to docs; it does not mention any stable contract for downstream tasks or UI integration.,"The text explicitly says the new operators were added and wired through docs/tests, but it does not state that their outputs become the stable contract for downstream tasks and UI integration."
apache_airflow__44627,apache/airflow,human,console-linking-and-resource-identity,Which resource identifiers must persist to generate correct console links after task execution?,0,1,It only lists operators and a documentation link; nothing about resource identifiers or console link persistence.,"The text mentions ""link persistence"" and ""single model link"" / ""models list link,"" but it does not say which resource identifiers must persist."
apache_airflow__44704,apache/airflow,human,provider-api-removal,Why is deleting OracleOperator safe once SQLExecuteQueryOperator fully covers its execution contract?,0,1,"It only says ""Remove Provider Deprecations in Oracle"" and ""Remove docs from removed operator and examples,"" which does not explain why deletion is safe.","The text says to ""Use `airflow.providers.common.sql.operators.sql.SQLExecuteQueryOperator` instead"" and that `OracleOperator` was deleted as a deprecated API, which explains the replacement but not the execution-contract rationale."
